00010,Legislators,1250,680,180,490,0
00018,"Senior managers - public and private sector",35750,21510,6280,15230,0
10010,"Financial managers",9550,4250,1480,2770,0
10011,"Human resources managers",7000,3690,1090,2600,0
10012,"Purchasing managers",3450,1950,480,1470,0
10019,"Other administrative services managers",7190,3530,1020,2520,0
10020,"Insurance, real estate and financial brokerage managers",7390,3850,1080,2770,0
10021,"Banking, credit and other investment managers",10780,4750,1180,3560,0
10022,"Advertising, marketing and public relations managers",15840,6430,3150,3280,0
10029,"Other business services managers",3280,1720,470,1260,0
10030,"Telecommunication carriers managers",1230,500,110,390,0
11100,"Financial auditors and accountants",34260,13170,5790,7370,1
11101,"Financial and investment analysts",6080,1980,760,1220,1
11102,"Financial advisors",16190,5400,1770,3640,1
11103,"Securities agents, investment dealers and brokers",3020,1220,370,850,1
11109,"Other financial officers",5410,1860,600,1260,1
11200,"Human resources professionals",10390,4350,1630,2720,1
11201,"Professional occupations in business management consulting",12470,5200,2050,3150,1
11202,"Professional occupations in advertising, marketing and public relations",24460,8640,4610,4020,1
12010,"Supervisors, general office and administrative support workers",2620,1350,400,950,2
12011,"Supervisors, finance and insurance office workers",2100,1120,320,800,2
12012,"Supervisors, library, correspondence and related information workers",360,260,60,210,2
12013,"Supervisors, supply chain, tracking and scheduling coordination occupations",3970,1660,530,1130,2
12100,"Executive assistants",6460,3090,960,2130,2
12101,"Human resources and recruitment officers",4090,1850,680,1170,2
12102,"Procurement and purchasing agents and officers",5860,2950,850,2100,2
12103,"Conference and event planners",3180,1320,520,790,2
12104,"Employment insurance and revenue officers",3740,1990,640,1350,2
12110,"Court reporters, medical transcriptionists and related occupations",1200,550,170,380,2
12111,"Health information management occupations",570,340,130,210,2
12112,"Records management technicians",190,80,40,50,2
12113,"Statistical officers and related research support occupations",540,180,110,70,2
12200,"Accounting technicians and bookkeepers",27250,11770,3960,7810,2
12201,"Insurance adjusters and claims examiners",4220,1770,700,1060,2
12202,"Insurance underwriters",1740,680,300,380,2
12203,"Assessors, business valuators and appraisers",2070,730,220,510,2
13100,"Administrative officers",40010,20300,5930,14380,3
13101,"Property administrators",9640,5000,1320,3680,3
13102,"Payroll administrators",6260,2780,940,1840,3
13110,"Administrative assistants",32620,13410,4850,8560,3
13111,"Legal administrative assistants",9270,3500,1650,1850,3
13112,"Medical administrative assistants",4690,2010,950,1050,3
13200,"Customs, ship and other brokers",690,300,150,150,3
13201,"Production and transportation logistics coordinators",6170,2160,830,1330,3
14100,"General office support workers",30710,12690,5220,7470,4
14101,Receptionists,25020,9500,4510,4990,4
14102,"Personnel clerks",1670,720,280,440,4
14103,"Court clerks and related court services occupations",700,190,40,150,4
14110,"Survey interviewers and statistical clerks",1100,400,110,290,4
14111,"Data entry clerks",5050,1270,130,1140,4
14112,"Desktop publishing operators and related occupations",40,20,10,10,4
14200,"Accounting and related clerks",25170,10570,3780,6800,4
14201,"Banking, insurance and other financial clerks",2280,930,320,610,4
14202,"Collection clerks",1130,460,160,300,4
14300,"Library assistants and clerks",1280,520,220,300,4
14301,"Correspondence, publication and regulatory clerks",2740,1070,380,690,4
14400,"Shippers and receivers",14370,5050,1950,3100,4
14401,"Storekeepers and partspersons",5930,2060,630,1420,4
14402,"Production logistics workers",970,410,150,260,4
14403,"Purchasing and inventory control workers",4500,1700,700,1010,4
