00010,Legislators,0011,11-1031,Legislators,11-1031.00
00011,"Senior government managers and officials",0012,11-1011,"Chief Executives",11-1011.00
00011,"Senior government managers and officials",0012,11-1011,"Chief Executives",11-1011.03
00012,"Senior managers - financial, communications and other business services",0013,11-1011,"Chief Executives",11-1011.00
00012,"Senior managers - financial, communications and other business services",0013,11-1011,"Chief Executives",11-1011.03
00013,"Senior managers - health, education, social and community services and membership organizations",0014,11-1011,"Chief Executives",11-1011.00
00013,"Senior managers - health, education, social and community services and membership organizations",0014,11-1011,"Chief Executives",11-1011.03
00013,"Senior managers - health, education, social and community services and membership organizations",0014,11-1021,"General and Operations Managers",11-1021.00
00013,"Senior managers - health, education, social and community services and membership organizations",0014,11-9111,"Medical and Health Services Managers",11-9111.00
00014,"Senior managers - trade, broadcasting and other services",0015,11-1011,"Chief Executives",11-1011.00
00014,"Senior managers - trade, broadcasting and other services",0015,11-1011,"Chief Executives",11-1011.03
00014,"Senior managers - trade, broadcasting and other services",0015,11-1021,"General and Operations Managers",11-1021.00
00015,"Senior managers - construction, transportation, production and utilities",0016,11-1011,"Chief Executives",11-1011.00
00015,"Senior managers - construction, transportation, production and utilities",0016,11-1011,"Chief Executives",11-1011.03
10010,"Financial managers",0111,11-3031,"Financial Managers",11-3031.00
10010,"Financial managers",0111,11-3031,"Financial Managers",11-3031.01
10010,"Financial managers",0111,11-3031,"Financial Managers",11-3031.03
10011,"Human resources managers",0112,11-3111,"Compensation and Benefits Managers",11-3111.00
10011,"Human resources managers",0112,11-3121,"Human Resources Managers",11-3121.00
10011,"Human resources managers",0112,11-3131,"Training and Development Managers",11-3131.00
10012,"Purchasing managers",0433,11-1021,"General and Operations Managers",11-1021.00
10012,"Purchasing managers",0113,11-3061,"Purchasing Managers",11-3061.00
10012,"Purchasing managers",0433,55-1011,"Air Crew Officers",55-1011.00
10012,"Purchasing managers",0433,55-1012,"Aircraft Launch and Recovery Officers",55-1012.00
10012,"Purchasing managers",0433,55-1013,"Armored Assault Vehicle Officers",55-1013.00
10012,"Purchasing managers",0433,55-1014,"Artillery and Missile Officers",55-1014.00
10012,"Purchasing managers",0433,55-1015,"Command and Control Center Officers",55-1015.00
10012,"Purchasing managers",0433,55-1016,"Infantry Officers",55-1016.00
10012,"Purchasing managers",0433,55-1017,"Special Forces Officers",55-1017.00
10012,"Purchasing managers",0433,55-1019,"Military Officer Special and Tactical Operations Leaders, All Other",55-1019.00
10019,"Other administrative services managers",0114,11-3012,"Administrative Services Managers",11-3012.00
10019,"Other administrative services managers",0114,11-9111,"Medical and Health Services Managers",11-9111.00
10019,"Other administrative services managers",1227,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",23-1021.00
10019,"Other administrative services managers",1227,43-4031,"Court, Municipal, and License Clerks",43-4031.00
10020,"Insurance, real estate and financial brokerage managers",0121,11-3031,"Financial Managers",11-3031.00
10020,"Insurance, real estate and financial brokerage managers",0121,11-3031,"Financial Managers",11-3031.01
10020,"Insurance, real estate and financial brokerage managers",0121,11-3031,"Financial Managers",11-3031.03
10020,"Insurance, real estate and financial brokerage managers",0121,11-9141,"Property, Real Estate, and Community Association Managers",11-9141.00
10020,"Insurance, real estate and financial brokerage managers",0121,41-9021,"Real Estate Brokers",41-9021.00
10021,"Banking, credit and other investment managers",0122,11-3031,"Financial Managers",11-3031.00
10021,"Banking, credit and other investment managers",0122,11-3031,"Financial Managers",11-3031.01
10021,"Banking, credit and other investment managers",0122,11-3031,"Financial Managers",11-3031.03
10022,"Advertising, marketing and public relations managers",0124,11-2011,"Advertising and Promotions Managers",11-2011.00
10022,"Advertising, marketing and public relations managers",0124,11-2021,"Marketing Managers",11-2021.00
10022,"Advertising, marketing and public relations managers",0124,11-2032,"Public Relations Managers",11-2032.00
10022,"Advertising, marketing and public relations managers",0124,11-2033,"Fundraising Managers",11-2033.00
10022,"Advertising, marketing and public relations managers",1123,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",13-1011.00
10022,"Advertising, marketing and public relations managers",1123,13-1131,Fundraisers,13-1131.00
10022,"Advertising, marketing and public relations managers",1123,13-1161,"Market Research Analysts and Marketing Specialists",13-1161.00
10022,"Advertising, marketing and public relations managers",1123,13-1161,"Market Research Analysts and Marketing Specialists",13-1161.01
10022,"Advertising, marketing and public relations managers",1123,27-3031,"Public Relations Specialists",27-3031.00
10022,"Advertising, marketing and public relations managers",1123,41-3011,"Advertising Sales Agents",41-3011.00
10029,"Other business services managers",0125,11-9199,"Managers, All Other",11-9199.00
10029,"Other business services managers",0125,11-9199,"Managers, All Other",11-9199.01
10029,"Other business services managers",0125,11-9199,"Managers, All Other",11-9199.02
10029,"Other business services managers",0125,11-9199,"Managers, All Other",11-9199.08
10029,"Other business services managers",0125,11-9199,"Managers, All Other",11-9199.09
10029,"Other business services managers",0125,11-9199,"Managers, All Other",11-9199.10
10029,"Other business services managers",0125,11-9199,"Managers, All Other",11-9199.11
10030,"Telecommunication carriers managers",0131,11-1021,"General and Operations Managers",11-1021.00
11100,"Financial auditors and accountants",1111,13-2011,"Accountants and Auditors",13-2011.00
