00010,Legislators,1250,56,5.6,70,7.6,95,33.7,420,7.6,95,3.2,40,16.5,205,26.5,330
00018,"Seniors managers - public and private sector",30365,79,1.6,500,1.7,520,70.5,21405,1,315,0.6,195,8.9,2715,15.5,4715
10010,"Financial managers",8255,79,2.2,185,2.3,190,70.5,5820,1.3,105,0.7,60,7.9,655,15,1235
10011,"Human resources managers",6070,81,2.6,160,2.1,130,67.4,4090,1.7,105,1.5,90,8.9,540,15.7,955
10012,"Purchasing managers",3095,83,1.9,60,1.9,60,71.3,2210,1.5,45,1.1,35,7.4,230,14.7,455
10019,"Other administrative services managers",6770,72,1.7,115,1.8,120,69.7,4720,1,65,0.6,40,8.9,605,16.2,1100
10020,"Insurance, real estate and financial brokerage managers",6790,71,0.6,40,0.9,60,80.6,5475,0.3,20,0.1,10,7.9,535,9.6,655
10021,"Banking, credit and other investment managers",8575,77,2.5,215,1.3,110,72.1,6185,1,85,0.9,75,9.7,835,12.5,1070
10022,"Advertising, marketing and public relations managers",12960,69,1,125,1.2,150,78.4,10155,0.3,40,0.1,15,7.2,930,11.8,1535
10029,"Other business services managers",3325,68,2.6,85,3,100,66.6,2215,0.6,20,0.5,15,9.5,315,17.4,580
10030,"Telecommunication carriers managers",1195,83,2.1,25,0.8,10,80.3,960,0.8,10,0,0,7.9,95,7.5,90
11100,"Financial auditors and accountants",28770,74,1.4,405,1.4,390,76.5,22015,0.7,205,0.4,105,8.2,2350,11.5,3300
11101,"Financial and investment analysts",4970,76,0.8,40,0.5,25,78.4,3895,0.5,25,0,0,5.3,265,14.3,710
11102,"Financial advisors",12985,74,1.8,230,2.3,300,70,9085,0.8,100,0.7,95,10.9,1410,13.6,1765
11103,"Securities agents, investment dealers and brokers",2420,57,0.6,15,1,25,83.3,2015,0.4,10,0,0,5.4,130,9.1,220
11109,"Other financial officers",4345,72,0.3,15,1.1,50,76.4,3325,0.2,10,0.2,10,9.3,405,12.3,535
11200,"Human resources professionals",9285,74,2.2,205,1.7,155,68.8,6390,0.7,65,0.6,60,8.3,775,17.6,1635
11201,"Professional occupations in business management consulting",12475,59,0.9,115,1.3,165,73.1,9115,0.6,80,0.2,20,6.5,810,17.4,2165
11202,"Professional occupations in advertising, marketing and public relations",20420,56,0.9,180,1.6,320,75,15305,0.5,95,0.5,100,7.5,1525,14.2,2905
12010,"Supervisors, general office and administrative support workers",2480,74,2.6,65,3,75,65.8,1635,1.4,35,1.8,45,10.5,260,14.7,365
12011,"Supervisors, finance and insurance office workers",1935,77,2.1,40,1.6,30,73.6,1425,1.3,25,1.8,35,7.5,145,11.9,230
12012,"Supervisors, library, correspondence and related information workers",475,36,5.2,25,5.2,25,49,235,4.2,20,0,0,4.2,20,30.2,145
12013,"Supervisors, supply chain, tracking and scheduling coordination occupations",3600,75,2.4,85,1.5,55,78.2,2815,1.2,45,0.8,30,7.4,265,8.6,310
12100,"Executive assistants",5675,74,2.6,145,2.2,125,68.5,3890,1.6,90,0.4,25,8.7,495,16.1,915
12101,"Human resources and recruitment officers",3925,66,1.8,70,0.9,35,75.2,2955,0.8,30,0.4,15,8,315,12.7,500
12102,"Procurement and purchasing agents and officers",5155,78,3.1,160,1.9,100,65.4,3370,1.2,60,2.4,125,8.8,455,17.1,880
12103,"Conference and event planners",2720,50,2,55,1.8,50,71.6,1950,0.4,10,0,0,8.3,225,16,435
12104,"Employment insurance and revenue officers",3860,77,2.7,105,0.4,15,68.9,2655,0.3,10,0,0,9.6,370,18.2,700
12110,"Court reporters, medical transcriptionists and related occupations",1340,37,3,40,5.6,75,53.4,715,1.9,25,0,0,17.9,240,18.3,245
12111,"Health information management occupations",455,73,3.3,15,4.4,20,58.2,265,2.2,10,0,0,13.2,60,18.7,85
12112,"Records management technicians",240,71,0,0,4.2,10,60.4,145,0,0,0,0,4.2,10,29.2,70
12113,"Statistical officers and related research support occupations",545,55,1.8,10,1.8,10,72.5,395,0,0,0,0,8.3,45,13.8,75
12200,"Accounting technicians and bookkeepers",24080,42,4,975,3.6,865,55.3,13310,2.3,550,2.5,595,15.1,3625,17.2,4150
12201,"Insurance adjusters and claims examiners",4105,81,0.9,35,1.2,50,77.3,3175,0.6,25,0.2,10,9.4,385,10.4,425
12202,"Insurance underwriters",1720,83,0.6,10,0,0,82.8,1425,0,0,0,0,6.1,105,10.2,175
12203,"Assessors, business valuators and appraisers",1880,69,4,75,4.5,85,61.2,1150,2.4,45,0.8,15,11.2,210,16,300
13100,"Administrative officers",35185,60,2.9,1035,3.2,1125,61.3,21575,1.5,525,1.5,540,11.7,4120,17.8,6270
13101,"Property administrators",8755,57,1.9,170,3,265,66.9,5850,1.3,110,1,85,10,875,16,1400
13102,"Payroll administrators",5615,73,2.9,165,2.2,125,64.3,3610,2.2,125,1.9,105,10.3,580,16,900
