job_openings,"Job Openings",109101.6,109963.96,110090.77,112613.48,108634.09,107279.17,108677.88,114598.5,118488.46,120522.94,1119970.85
sources_of_new_supply,"Sources of New Supply",109101.6,109963.96,110090.77,112613.48,108634.09,107279.17,108677.88,114598.5,118488.46,120522.94,1119970.85
young_people_starting_work,"Young people starting work",53237.93,52690.36,52233.4,52459.75,52144.08,52531.39,52640.1,52664.11,52044.59,51265.55,523911.25999999995
immigrants,Immigrants,66924.07,54095.15,50079.71,49876.92,49659.28,49439.58,49433.68,49454.86,49502.21,49542.95,518008.41000000003
migrants_from_other_provinces,"Migrants from other provinces",-5183.73,590.79,5590.64,7314.83,7388.53,7374.84,7362,7373.14,7388.12,7402.14,52601.3
changes_in_participation_and_unemployment,"Changes in participation and unemployment",-5876.669999999998,2587.6600000000035,2187.020000000004,2961.979999999996,-557.8000000000029,-2066.6399999999994,-757.8999999999942,5106.389999999999,9553.540000000023,12312.300000000003,25449.880000000034
job_openings_1,"Job Openings",109000,110000,110000,113000,109000,107000,109000,115000,118000,121000,1120000
sources_of_new_supply_1,"Sources of New Supply",109000,110000,110000,113000,109000,107000,109000,115000,118000,121000,1120000
young_people_starting_work_1,"Young people starting work",53000,53000,52000,52000,52000,53000,53000,53000,52000,51000,524000
immigrants_1,Immigrants,67000,54000,50000,50000,50000,49000,49000,49000,50000,50000,518000
migrants_from_other_provinces_1,"Migrants from other provinces",-5000,1000,6000,7000,7000,7000,7000,7000,7000,7000,53000
changes_in_participation_and_unemployment_1,"Changes in participation and unemployment",-6000,3000,2000,3000,-1000,-2000,-1000,5000,10000,12000,25000
job_openings_2,"Job Openings",1,1,1,1,1,1,1,1,1,1,1
sources_of_new_supply_2,"Sources of New Supply",1,1,1,1,1,1,1,1,1,1,1
young_people_starting_work_2,"Young people starting work",0.48796653761264724,0.4791602630534586,0.47445757714293396,0.46583899192174866,0.4799973930835155,0.4896699890575216,0.4843681161244588,0.459553222773422,0.43923762702291846,0.42535927185314265,0.4677900857866077
immigrants_2,Immigrants,0.613410527434978,0.4919352667910468,0.454894720056913,0.4429036381790173,0.4571242783918013,0.4608497623536797,0.45486422812075467,0.43154892952351037,0.4177808539329484,0.4110665571218226,0.46251954682570534
migrants_from_other_provinces_2,"Migrants from other provinces",-0.04751286873886359,0.005372578433879609,0.050782095538072815,0.06495519008914385,0.06801299665694259,0.06874437973373583,0.06774147600229227,0.06433888750725358,0.062353076409297575,0.061416855579527016,0.04696666881999652
changes_in_participation_and_unemployment_2,"Changes in participation and unemployment",-0.05386419630876172,0.023531891721615003,0.019865607262080226,0.026302179810090195,-0.005134668132259431,-0.019264131144937077,-0.006973820247505694,0.044558960195814075,0.08062844263483568,0.10215731544550774,0.02272369856769043
